    1 | # CMS (subject) schedule capture listing for BPG#11 TF32 4x4 TN (CANONICAL_KERNEL_CONFIG)
    2 | # Body order = unrolled timeline: PRO -> ML_PREV(iter0) -> ML(iter1) -> NGL -> NLL
    3 | # Columns: <file_line> | body | body_idx | mfma_index | seq | canonical_render
    4 | #==============================================================================
    5 | 
    6 | ### body PRO: 40 instructions
    7 | PRO | 0 | -1 | 0 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+0], v[vgprValuA_T0_I0+0], v[vgprValuA_T0_I0+1]
    8 | PRO | 1 | -1 | 1 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+1], v[vgprValuA_T0_I0+2], v[vgprValuA_T0_I0+3]
    9 | PRO | 2 | -1 | 2 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+2], v[vgprValuA_T0_I0+4], v[vgprValuA_T0_I0+5]
   10 | PRO | 3 | -1 | 3 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+3], v[vgprValuA_T0_I0+6], v[vgprValuA_T0_I0+7]
   11 | PRO | 4 | -1 | 4 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+8], v[vgprValuA_T0_I0+8], v[vgprValuA_T0_I0+9]
   12 | PRO | 5 | -1 | 5 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+9], v[vgprValuA_T0_I0+10], v[vgprValuA_T0_I0+11]
   13 | PRO | 6 | -1 | 6 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+10], v[vgprValuA_T0_I0+12], v[vgprValuA_T0_I0+13]
   14 | PRO | 7 | -1 | 7 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+11], v[vgprValuA_T0_I0+14], v[vgprValuA_T0_I0+15]
   15 | PRO | 8 | -1 | 8 | v_cvt_pk_bf16_f32 v[vgprValuB_X0_I0+0], v[vgprValuB_T0_I0+0], v[vgprValuB_T0_I0+1]
   16 | PRO | 9 | -1 | 9 | v_cvt_pk_bf16_f32 v[vgprValuB_X0_I0+1], v[vgprValuB_T0_I0+2], v[vgprValuB_T0_I0+3]
   17 | PRO | 10 | -1 | 10 | v_cvt_pk_bf16_f32 v[vgprValuB_X0_I0+2], v[vgprValuB_T0_I0+4], v[vgprValuB_T0_I0+5]
   18 | PRO | 11 | -1 | 11 | v_cvt_pk_bf16_f32 v[vgprValuB_X0_I0+3], v[vgprValuB_T0_I0+6], v[vgprValuB_T0_I0+7]
   19 | PRO | 12 | -1 | 12 | v_cvt_pk_bf16_f32 v[vgprValuB_X0_I0+8], v[vgprValuB_T0_I0+8], v[vgprValuB_T0_I0+9]
   20 | PRO | 13 | -1 | 13 | v_cvt_pk_bf16_f32 v[vgprValuB_X0_I0+9], v[vgprValuB_T0_I0+10], v[vgprValuB_T0_I0+11]
   21 | PRO | 14 | -1 | 14 | v_cvt_pk_bf16_f32 v[vgprValuB_X0_I0+10], v[vgprValuB_T0_I0+12], v[vgprValuB_T0_I0+13]
   22 | PRO | 15 | -1 | 15 | v_cvt_pk_bf16_f32 v[vgprValuB_X0_I0+11], v[vgprValuB_T0_I0+14], v[vgprValuB_T0_I0+15]
   23 | PRO | 16 | -1 | 16 | v_mfma_f32_4x4x4_16b_bf16 v[vgprValuA_T0_I0+0:vgprValuA_T0_I0+0+3], v[74:75], v[vgprValuA_X0_I0+0:vgprValuA_X0_I0+0+1], v[vgprValuA_T0_I0+0:vgprValuA_T0_I0+0+3]
   24 | PRO | 17 | -1 | 17 | v_mfma_f32_4x4x4_16b_bf16 v[vgprValuA_T0_I0+4:vgprValuA_T0_I0+4+3], v[74:75], v[vgprValuA_X0_I0+2:vgprValuA_X0_I0+2+1], v[vgprValuA_T0_I0+4:vgprValuA_T0_I0+4+3]
   25 | PRO | 18 | -1 | 18 | v_mfma_f32_4x4x4_16b_bf16 v[vgprValuA_T0_I0+8:vgprValuA_T0_I0+8+3], v[74:75], v[vgprValuA_X0_I0+8:vgprValuA_X0_I0+8+1], v[vgprValuA_T0_I0+8:vgprValuA_T0_I0+8+3]
   26 | PRO | 19 | -1 | 19 | v_mfma_f32_4x4x4_16b_bf16 v[vgprValuA_T0_I0+12:vgprValuA_T0_I0+12+3], v[74:75], v[vgprValuA_X0_I0+10:vgprValuA_X0_I0+10+1], v[vgprValuA_T0_I0+12:vgprValuA_T0_I0+12+3]
   27 | PRO | 20 | -1 | 20 | v_mfma_f32_4x4x4_16b_bf16 v[vgprValuB_T0_I0+0:vgprValuB_T0_I0+0+3], v[74:75], v[vgprValuB_X0_I0+0:vgprValuB_X0_I0+0+1], v[vgprValuB_T0_I0+0:vgprValuB_T0_I0+0+3]
   28 | PRO | 21 | -1 | 21 | v_mfma_f32_4x4x4_16b_bf16 v[vgprValuB_T0_I0+4:vgprValuB_T0_I0+4+3], v[74:75], v[vgprValuB_X0_I0+2:vgprValuB_X0_I0+2+1], v[vgprValuB_T0_I0+4:vgprValuB_T0_I0+4+3]
   29 | PRO | 22 | -1 | 22 | v_mfma_f32_4x4x4_16b_bf16 v[vgprValuB_T0_I0+8:vgprValuB_T0_I0+8+3], v[74:75], v[vgprValuB_X0_I0+8:vgprValuB_X0_I0+8+1], v[vgprValuB_T0_I0+8:vgprValuB_T0_I0+8+3]
   30 | PRO | 23 | -1 | 23 | v_mfma_f32_4x4x4_16b_bf16 v[vgprValuB_T0_I0+12:vgprValuB_T0_I0+12+3], v[74:75], v[vgprValuB_X0_I0+10:vgprValuB_X0_I0+10+1], v[vgprValuB_T0_I0+12:vgprValuB_T0_I0+12+3]
   31 | PRO | 24 | -1 | 24 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+7], v[vgprValuA_T0_I0+6], v[vgprValuA_T0_I0+7]
   32 | PRO | 25 | -1 | 25 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+6], v[vgprValuA_T0_I0+4], v[vgprValuA_T0_I0+5]
   33 | PRO | 26 | -1 | 26 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+5], v[vgprValuA_T0_I0+2], v[vgprValuA_T0_I0+3]
   34 | PRO | 27 | -1 | 27 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+4], v[vgprValuA_T0_I0+0], v[vgprValuA_T0_I0+1]
   35 | PRO | 28 | -1 | 28 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+15], v[vgprValuA_T0_I0+14], v[vgprValuA_T0_I0+15]
   36 | PRO | 29 | -1 | 29 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+14], v[vgprValuA_T0_I0+12], v[vgprValuA_T0_I0+13]
   37 | PRO | 30 | -1 | 30 | v_cvt_pk_bf16_f32 v[vgprValuA_X0_I0+13], v[vgprValuA_T0_I0+10], v[vgprValuA_T0_I0+11]
